seed_id,activity_id,domain,activity,participant,task,context,environmental_constraints,body_or_hand_state,friction_family,friction_hypothesis,observed_workaround_hypothesis,product_territory,seasonal_tags,shared_predicates,fact_status,risk_flags,research_status,created_at,last_verified_at
seed-0375,act-cycling-skateboarding,cycling_wheeled,Skateboarding,ordinary participant or hobbyist,perform roadside adjustment,stopped beside route,"darkness, traffic, dirt",dirty/gloved hands,field_repair,small tools and parts are poorly staged,parts on ground and phone flashlight,compact repair mat and indexed tool roll,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0376,act-cycling-longboarding,cycling_wheeled,Longboarding,ordinary participant or hobbyist,carry essentials without movement,continuous vibration and body motion,"rain, road debris, darkness",gloved hands; bent posture,bounce_access,cargo shifts or is inaccessible at stops,overstuffed pockets and straps,stable removable access module,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0377,act-cycling-longboarding,cycling_wheeled,Longboarding,ordinary participant or hobbyist,transition from ride to destination,arriving sweaty or wet,"rain, heat, office constraints",wet clothing and helmet,wet_dry_transition,gear and clothing are difficult to isolate,plastic bags and spare backpacks,commuter wet/dry transition kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0378,act-cycling-longboarding,cycling_wheeled,Longboarding,ordinary participant or hobbyist,perform roadside adjustment,stopped beside route,"darkness, traffic, dirt",dirty/gloved hands,field_repair,small tools and parts are poorly staged,parts on ground and phone flashlight,compact repair mat and indexed tool roll,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0379,act-cycling-rollerblading,cycling_wheeled,Rollerblading,ordinary participant or hobbyist,carry essentials without movement,continuous vibration and body motion,"rain, road debris, darkness",gloved hands; bent posture,bounce_access,cargo shifts or is inaccessible at stops,overstuffed pockets and straps,stable removable access module,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0380,act-cycling-rollerblading,cycling_wheeled,Rollerblading,ordinary participant or hobbyist,transition from ride to destination,arriving sweaty or wet,"rain, heat, office constraints",wet clothing and helmet,wet_dry_transition,gear and clothing are difficult to isolate,plastic bags and spare backpacks,commuter wet/dry transition kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0381,act-cycling-rollerblading,cycling_wheeled,Rollerblading,ordinary participant or hobbyist,perform roadside adjustment,stopped beside route,"darkness, traffic, dirt",dirty/gloved hands,field_repair,small tools and parts are poorly staged,parts on ground and phone flashlight,compact repair mat and indexed tool roll,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0382,act-cycling-kick-scooter-commuting,cycling_wheeled,Kick-scooter commuting,ordinary participant or hobbyist,carry essentials without movement,continuous vibration and body motion,"rain, road debris, darkness",gloved hands; bent posture,bounce_access,cargo shifts or is inaccessible at stops,overstuffed pockets and straps,stable removable access module,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0383,act-cycling-kick-scooter-commuting,cycling_wheeled,Kick-scooter commuting,ordinary participant or hobbyist,transition from ride to destination,arriving sweaty or wet,"rain, heat, office constraints",wet clothing and helmet,wet_dry_transition,gear and clothing are difficult to isolate,plastic bags and spare backpacks,commuter wet/dry transition kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0384,act-cycling-kick-scooter-commuting,cycling_wheeled,Kick-scooter commuting,ordinary participant or hobbyist,perform roadside adjustment,stopped beside route,"darkness, traffic, dirt",dirty/gloved hands,field_repair,small tools and parts are poorly staged,parts on ground and phone flashlight,compact repair mat and indexed tool roll,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0385,act-cycling-motorcycle-touring,cycling_wheeled,Motorcycle touring,ordinary participant or hobbyist,carry essentials without movement,continuous vibration and body motion,"rain, road debris, darkness",gloved hands; bent posture,bounce_access,cargo shifts or is inaccessible at stops,overstuffed pockets and straps,stable removable access module,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0386,act-cycling-motorcycle-touring,cycling_wheeled,Motorcycle touring,ordinary participant or hobbyist,transition from ride to destination,arriving sweaty or wet,"rain, heat, office constraints",wet clothing and helmet,wet_dry_transition,gear and clothing are difficult to isolate,plastic bags and spare backpacks,commuter wet/dry transition kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0387,act-cycling-motorcycle-touring,cycling_wheeled,Motorcycle touring,ordinary participant or hobbyist,perform roadside adjustment,stopped beside route,"darkness, traffic, dirt",dirty/gloved hands,field_repair,small tools and parts are poorly staged,parts on ground and phone flashlight,compact repair mat and indexed tool roll,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0388,act-cycling-motorcycle-camping,cycling_wheeled,Motorcycle camping,ordinary participant or hobbyist,carry essentials without movement,continuous vibration and body motion,"rain, road debris, darkness",gloved hands; bent posture,bounce_access,cargo shifts or is inaccessible at stops,overstuffed pockets and straps,stable removable access module,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0389,act-cycling-motorcycle-camping,cycling_wheeled,Motorcycle camping,ordinary participant or hobbyist,transition from ride to destination,arriving sweaty or wet,"rain, heat, office constraints",wet clothing and helmet,wet_dry_transition,gear and clothing are difficult to isolate,plastic bags and spare backpacks,commuter wet/dry transition kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0390,act-cycling-motorcycle-camping,cycling_wheeled,Motorcycle camping,ordinary participant or hobbyist,perform roadside adjustment,stopped beside route,"darkness, traffic, dirt",dirty/gloved hands,field_repair,small tools and parts are poorly staged,parts on ground and phone flashlight,compact repair mat and indexed tool roll,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0391,act-cycling-family-cycling,cycling_wheeled,Family cycling,ordinary participant or hobbyist,carry essentials without movement,continuous vibration and body motion,"rain, road debris, darkness",gloved hands; bent posture,bounce_access,cargo shifts or is inaccessible at stops,overstuffed pockets and straps,stable removable access module,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0392,act-cycling-family-cycling,cycling_wheeled,Family cycling,ordinary participant or hobbyist,transition from ride to destination,arriving sweaty or wet,"rain, heat, office constraints",wet clothing and helmet,wet_dry_transition,gear and clothing are difficult to isolate,plastic bags and spare backpacks,commuter wet/dry transition kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0393,act-cycling-family-cycling,cycling_wheeled,Family cycling,ordinary participant or hobbyist,perform roadside adjustment,stopped beside route,"darkness, traffic, dirt",dirty/gloved hands,field_repair,small tools and parts are poorly staged,parts on ground and phone flashlight,compact repair mat and indexed tool roll,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0394,act-cycling-trailhead-bike-transport,cycling_wheeled,Trailhead bike transport,ordinary participant or hobbyist,carry essentials without movement,continuous vibration and body motion,"rain, road debris, darkness",gloved hands; bent posture,bounce_access,cargo shifts or is inaccessible at stops,overstuffed pockets and straps,stable removable access module,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0395,act-cycling-trailhead-bike-transport,cycling_wheeled,Trailhead bike transport,ordinary participant or hobbyist,transition from ride to destination,arriving sweaty or wet,"rain, heat, office constraints",wet clothing and helmet,wet_dry_transition,gear and clothing are difficult to isolate,plastic bags and spare backpacks,commuter wet/dry transition kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0396,act-cycling-trailhead-bike-transport,cycling_wheeled,Trailhead bike transport,ordinary participant or hobbyist,perform roadside adjustment,stopped beside route,"darkness, traffic, dirt",dirty/gloved hands,field_repair,small tools and parts are poorly staged,parts on ground and phone flashlight,compact repair mat and indexed tool roll,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0397,act-cycling-bike-maintenance-outdoors,cycling_wheeled,Bike maintenance outdoors,ordinary participant or hobbyist,carry essentials without movement,continuous vibration and body motion,"rain, road debris, darkness",gloved hands; bent posture,bounce_access,cargo shifts or is inaccessible at stops,overstuffed pockets and straps,stable removable access module,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0398,act-cycling-bike-maintenance-outdoors,cycling_wheeled,Bike maintenance outdoors,ordinary participant or hobbyist,transition from ride to destination,arriving sweaty or wet,"rain, heat, office constraints",wet clothing and helmet,wet_dry_transition,gear and clothing are difficult to isolate,plastic bags and spare backpacks,commuter wet/dry transition kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0399,act-cycling-bike-maintenance-outdoors,cycling_wheeled,Bike maintenance outdoors,ordinary participant or hobbyist,perform roadside adjustment,stopped beside route,"darkness, traffic, dirt",dirty/gloved hands,field_repair,small tools and parts are poorly staged,parts on ground and phone flashlight,compact repair mat and indexed tool roll,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0400,act-cycling-winter-cycling,cycling_wheeled,Winter cycling,ordinary participant or hobbyist,carry essentials without movement,continuous vibration and body motion,"rain, road debris, darkness",gloved hands; bent posture,bounce_access,cargo shifts or is inaccessible at stops,overstuffed pockets and straps,stable removable access module,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0401,act-cycling-winter-cycling,cycling_wheeled,Winter cycling,ordinary participant or hobbyist,transition from ride to destination,arriving sweaty or wet,"rain, heat, office constraints",wet clothing and helmet,wet_dry_transition,gear and clothing are difficult to isolate,plastic bags and spare backpacks,commuter wet/dry transition kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0402,act-cycling-winter-cycling,cycling_wheeled,Winter cycling,ordinary participant or hobbyist,perform roadside adjustment,stopped beside route,"darkness, traffic, dirt",dirty/gloved hands,field_repair,small tools and parts are poorly staged,parts on ground and phone flashlight,compact repair mat and indexed tool roll,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0403,act-cycling-night-cycling,cycling_wheeled,Night cycling,ordinary participant or hobbyist,carry essentials without movement,continuous vibration and body motion,"rain, road debris, darkness",gloved hands; bent posture,bounce_access,cargo shifts or is inaccessible at stops,overstuffed pockets and straps,stable removable access module,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0404,act-cycling-night-cycling,cycling_wheeled,Night cycling,ordinary participant or hobbyist,transition from ride to destination,arriving sweaty or wet,"rain, heat, office constraints",wet clothing and helmet,wet_dry_transition,gear and clothing are difficult to isolate,plastic bags and spare backpacks,commuter wet/dry transition kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0405,act-cycling-night-cycling,cycling_wheeled,Night cycling,ordinary participant or hobbyist,perform roadside adjustment,stopped beside route,"darkness, traffic, dirt",dirty/gloved hands,field_repair,small tools and parts are poorly staged,parts on ground and phone flashlight,compact repair mat and indexed tool roll,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0406,act-cycling-cycling-with-children,cycling_wheeled,Cycling with children,ordinary participant or hobbyist,carry essentials without movement,continuous vibration and body motion,"rain, road debris, darkness",gloved hands; bent posture,bounce_access,cargo shifts or is inaccessible at stops,overstuffed pockets and straps,stable removable access module,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0407,act-cycling-cycling-with-children,cycling_wheeled,Cycling with children,ordinary participant or hobbyist,transition from ride to destination,arriving sweaty or wet,"rain, heat, office constraints",wet clothing and helmet,wet_dry_transition,gear and clothing are difficult to isolate,plastic bags and spare backpacks,commuter wet/dry transition kit,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0408,act-cycling-cycling-with-children,cycling_wheeled,Cycling with children,ordinary participant or hobbyist,perform roadside adjustment,stopped beside route,"darkness, traffic, dirt",dirty/gloved hands,field_repair,small tools and parts are poorly staged,parts on ground and phone flashlight,compact repair mat and indexed tool roll,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0409,act-winter-snowshoeing,winter_weather,Snowshoeing,ordinary participant or hobbyist,operate small controls,wearing insulation,"cold, snow, wind, darkness",thick gloves; low dexterity,cold_dexterity,closures and small controls cannot be used,removing gloves with exposed hands,oversized glove-operable interface,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0410,act-winter-snowshoeing,winter_weather,Snowshoeing,ordinary participant or hobbyist,manage heat during exertion,alternating exertion and waiting,"subfreezing air, wind",sweat followed by rapid cooling,thermal_moisture,layers overheat then chill,frequent full layer removal,rapid venting and stowable insulation,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0411,act-winter-snowshoeing,winter_weather,Snowshoeing,ordinary participant or hobbyist,maintain visibility,working or moving after dark,"snow, fog, glare, precipitation",eyewear fog; low light,visibility,user or equipment is difficult to see,"flashlights held in mouth, reflective tape",task-specific visibility and anti-fog system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0412,act-winter-cross-country-skiing,winter_weather,Cross-country skiing,ordinary participant or hobbyist,operate small controls,wearing insulation,"cold, snow, wind, darkness",thick gloves; low dexterity,cold_dexterity,closures and small controls cannot be used,removing gloves with exposed hands,oversized glove-operable interface,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0413,act-winter-cross-country-skiing,winter_weather,Cross-country skiing,ordinary participant or hobbyist,manage heat during exertion,alternating exertion and waiting,"subfreezing air, wind",sweat followed by rapid cooling,thermal_moisture,layers overheat then chill,frequent full layer removal,rapid venting and stowable insulation,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0414,act-winter-cross-country-skiing,winter_weather,Cross-country skiing,ordinary participant or hobbyist,maintain visibility,working or moving after dark,"snow, fog, glare, precipitation",eyewear fog; low light,visibility,user or equipment is difficult to see,"flashlights held in mouth, reflective tape",task-specific visibility and anti-fog system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0415,act-winter-downhill-skiing,winter_weather,Downhill skiing,ordinary participant or hobbyist,operate small controls,wearing insulation,"cold, snow, wind, darkness",thick gloves; low dexterity,cold_dexterity,closures and small controls cannot be used,removing gloves with exposed hands,oversized glove-operable interface,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0416,act-winter-downhill-skiing,winter_weather,Downhill skiing,ordinary participant or hobbyist,manage heat during exertion,alternating exertion and waiting,"subfreezing air, wind",sweat followed by rapid cooling,thermal_moisture,layers overheat then chill,frequent full layer removal,rapid venting and stowable insulation,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0417,act-winter-downhill-skiing,winter_weather,Downhill skiing,ordinary participant or hobbyist,maintain visibility,working or moving after dark,"snow, fog, glare, precipitation",eyewear fog; low light,visibility,user or equipment is difficult to see,"flashlights held in mouth, reflective tape",task-specific visibility and anti-fog system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0418,act-winter-snowboarding,winter_weather,Snowboarding,ordinary participant or hobbyist,operate small controls,wearing insulation,"cold, snow, wind, darkness",thick gloves; low dexterity,cold_dexterity,closures and small controls cannot be used,removing gloves with exposed hands,oversized glove-operable interface,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0419,act-winter-snowboarding,winter_weather,Snowboarding,ordinary participant or hobbyist,manage heat during exertion,alternating exertion and waiting,"subfreezing air, wind",sweat followed by rapid cooling,thermal_moisture,layers overheat then chill,frequent full layer removal,rapid venting and stowable insulation,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0420,act-winter-snowboarding,winter_weather,Snowboarding,ordinary participant or hobbyist,maintain visibility,working or moving after dark,"snow, fog, glare, precipitation",eyewear fog; low light,visibility,user or equipment is difficult to see,"flashlights held in mouth, reflective tape",task-specific visibility and anti-fog system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0421,act-winter-backcountry-ski-touring,winter_weather,Backcountry ski touring,ordinary participant or hobbyist,operate small controls,wearing insulation,"cold, snow, wind, darkness",thick gloves; low dexterity,cold_dexterity,closures and small controls cannot be used,removing gloves with exposed hands,oversized glove-operable interface,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0422,act-winter-backcountry-ski-touring,winter_weather,Backcountry ski touring,ordinary participant or hobbyist,manage heat during exertion,alternating exertion and waiting,"subfreezing air, wind",sweat followed by rapid cooling,thermal_moisture,layers overheat then chill,frequent full layer removal,rapid venting and stowable insulation,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0423,act-winter-backcountry-ski-touring,winter_weather,Backcountry ski touring,ordinary participant or hobbyist,maintain visibility,working or moving after dark,"snow, fog, glare, precipitation",eyewear fog; low light,visibility,user or equipment is difficult to see,"flashlights held in mouth, reflective tape",task-specific visibility and anti-fog system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0424,act-winter-winter-hiking,winter_weather,Winter hiking,ordinary participant or hobbyist,operate small controls,wearing insulation,"cold, snow, wind, darkness",thick gloves; low dexterity,cold_dexterity,closures and small controls cannot be used,removing gloves with exposed hands,oversized glove-operable interface,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0425,act-winter-winter-hiking,winter_weather,Winter hiking,ordinary participant or hobbyist,manage heat during exertion,alternating exertion and waiting,"subfreezing air, wind",sweat followed by rapid cooling,thermal_moisture,layers overheat then chill,frequent full layer removal,rapid venting and stowable insulation,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0426,act-winter-winter-hiking,winter_weather,Winter hiking,ordinary participant or hobbyist,maintain visibility,working or moving after dark,"snow, fog, glare, precipitation",eyewear fog; low light,visibility,user or equipment is difficult to see,"flashlights held in mouth, reflective tape",task-specific visibility and anti-fog system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0427,act-winter-winter-running,winter_weather,Winter running,ordinary participant or hobbyist,operate small controls,wearing insulation,"cold, snow, wind, darkness",thick gloves; low dexterity,cold_dexterity,closures and small controls cannot be used,removing gloves with exposed hands,oversized glove-operable interface,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0428,act-winter-winter-running,winter_weather,Winter running,ordinary participant or hobbyist,manage heat during exertion,alternating exertion and waiting,"subfreezing air, wind",sweat followed by rapid cooling,thermal_moisture,layers overheat then chill,frequent full layer removal,rapid venting and stowable insulation,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0429,act-winter-winter-running,winter_weather,Winter running,ordinary participant or hobbyist,maintain visibility,working or moving after dark,"snow, fog, glare, precipitation",eyewear fog; low light,visibility,user or equipment is difficult to see,"flashlights held in mouth, reflective tape",task-specific visibility and anti-fog system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0430,act-winter-outdoor-ice-skating,winter_weather,Outdoor ice skating,ordinary participant or hobbyist,operate small controls,wearing insulation,"cold, snow, wind, darkness",thick gloves; low dexterity,cold_dexterity,closures and small controls cannot be used,removing gloves with exposed hands,oversized glove-operable interface,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0431,act-winter-outdoor-ice-skating,winter_weather,Outdoor ice skating,ordinary participant or hobbyist,manage heat during exertion,alternating exertion and waiting,"subfreezing air, wind",sweat followed by rapid cooling,thermal_moisture,layers overheat then chill,frequent full layer removal,rapid venting and stowable insulation,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0432,act-winter-outdoor-ice-skating,winter_weather,Outdoor ice skating,ordinary participant or hobbyist,maintain visibility,working or moving after dark,"snow, fog, glare, precipitation",eyewear fog; low light,visibility,user or equipment is difficult to see,"flashlights held in mouth, reflective tape",task-specific visibility and anti-fog system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0433,act-winter-pond-hockey,winter_weather,Pond hockey,ordinary participant or hobbyist,operate small controls,wearing insulation,"cold, snow, wind, darkness",thick gloves; low dexterity,cold_dexterity,closures and small controls cannot be used,removing gloves with exposed hands,oversized glove-operable interface,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0434,act-winter-pond-hockey,winter_weather,Pond hockey,ordinary participant or hobbyist,manage heat during exertion,alternating exertion and waiting,"subfreezing air, wind",sweat followed by rapid cooling,thermal_moisture,layers overheat then chill,frequent full layer removal,rapid venting and stowable insulation,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0435,act-winter-pond-hockey,winter_weather,Pond hockey,ordinary participant or hobbyist,maintain visibility,working or moving after dark,"snow, fog, glare, precipitation",eyewear fog; low light,visibility,user or equipment is difficult to see,"flashlights held in mouth, reflective tape",task-specific visibility and anti-fog system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0436,act-winter-sledding,winter_weather,Sledding,ordinary participant or hobbyist,operate small controls,wearing insulation,"cold, snow, wind, darkness",thick gloves; low dexterity,cold_dexterity,closures and small controls cannot be used,removing gloves with exposed hands,oversized glove-operable interface,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0437,act-winter-sledding,winter_weather,Sledding,ordinary participant or hobbyist,manage heat during exertion,alternating exertion and waiting,"subfreezing air, wind",sweat followed by rapid cooling,thermal_moisture,layers overheat then chill,frequent full layer removal,rapid venting and stowable insulation,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0438,act-winter-sledding,winter_weather,Sledding,ordinary participant or hobbyist,maintain visibility,working or moving after dark,"snow, fog, glare, precipitation",eyewear fog; low light,visibility,user or equipment is difficult to see,"flashlights held in mouth, reflective tape",task-specific visibility and anti-fog system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0439,act-winter-tobogganing,winter_weather,Tobogganing,ordinary participant or hobbyist,operate small controls,wearing insulation,"cold, snow, wind, darkness",thick gloves; low dexterity,cold_dexterity,closures and small controls cannot be used,removing gloves with exposed hands,oversized glove-operable interface,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0440,act-winter-tobogganing,winter_weather,Tobogganing,ordinary participant or hobbyist,manage heat during exertion,alternating exertion and waiting,"subfreezing air, wind",sweat followed by rapid cooling,thermal_moisture,layers overheat then chill,frequent full layer removal,rapid venting and stowable insulation,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
